,date_sold,price,house_id,id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
13950,2015-05-07,306500.0,5559200065,13951,2,1,1420.0,16400.0,1,0,0,4,6,1420.0,0.0,1943.0,0.0,98023,47.3221,-122.344,1900.0,16400.0
13951,2015-03-21,720000.0,1266200120,13952,2,1,1370.0,9460.0,1,0,0,3,6,1370.0,0.0,1950.0,0.0,98004,47.6238,-122.191,1690.0,9930.0
13952,2014-11-18,277500.0,8141310180,13953,3,2,2620.0,4558.0,2,0,3,3,7,2620.0,0.0,2010.0,0.0,98022,47.1944,-121.974,1670.0,4558.0
13954,2015-03-03,3400000.0,3126059023,13955,4,3,4730.0,47870.0,1,1,4,3,10,2940.0,1790.0,1954.0,0.0,98033,47.6967,-122.216,3250.0,49346.0
13956,2015-03-25,625000.0,3905081520,13957,4,2,2390.0,6979.0,2,0,0,3,8,2390.0,0.0,1993.0,0.0,98029,47.5703,-121.996,2090.0,6321.0
13957,2014-09-17,600000.0,9324800220,13958,4,2,2070.0,8127.0,1,0,0,3,9,1590.0,480.0,1924.0,20030.0,98125,47.7316,-122.289,2050.0,8131.0
13958,2014-10-17,395000.0,3996900555,13959,4,2,1780.0,8149.0,1,0,0,4,7,1780.0,0.0,1948.0,0.0,98155,47.745,-122.302,1180.0,8149.0
13959,2015-04-27,212000.0,9456200450,13960,4,2,1900.0,21780.0,1,0,0,3,7,1900.0,0.0,1940.0,19870.0,98198,47.3776,-122.314,1240.0,9166.0
13960,2014-12-12,425000.0,9165100330,13961,2,1,1040.0,4040.0,1,0,0,3,7,940.0,100.0,1928.0,0.0,98117,47.6829,-122.393,1420.0,4040.0
13961,2015-05-11,870000.0,2877103615,13962,4,1,2370.0,5000.0,1,0,2,3,8,1770.0,600.0,1919.0,0.0,98103,47.6779,-122.357,2100.0,4550.0
13962,2015-03-25,420000.0,7853210210,13963,3,2,1970.0,3667.0,2,0,0,3,7,1970.0,0.0,2004.0,0.0,98065,47.5321,-121.851,1970.0,3739.0
13963,2015-04-03,800000.0,7524950540,13964,4,2,2120.0,9921.0,2,0,0,3,8,2120.0,0.0,1981.0,0.0,98027,47.5593,-122.082,1890.0,7845.0
13965,2014-06-20,915000.0,9103000365,13966,3,3,2660.0,4000.0,2,0,0,3,9,2170.0,490.0,2003.0,0.0,98122,47.6186,-122.288,2660.0,4000.0
13966,2014-09-03,400000.0,6076500220,13967,3,2,1180.0,14258.0,2,0,0,3,7,1180.0,0.0,1987.0,0.0,98034,47.7112,-122.238,1860.0,10390.0
13968,2014-11-03,235000.0,2569600150,13969,3,1,1250.0,7592.0,1,0,0,5,7,1250.0,0.0,1961.0,0.0,98042,47.3604,-122.111,1250.0,7592.0
13969,2014-11-12,599950.0,3448000344,13970,5,3,2600.0,13674.0,1,0,0,5,8,1300.0,1300.0,1967.0,0.0,98125,47.7176,-122.302,2150.0,7800.0
13972,2014-07-09,379000.0,2591010180,13973,3,2,1530.0,2913.0,2,0,0,4,7,1530.0,0.0,1986.0,0.0,98033,47.6939,-122.184,1370.0,3783.0
13973,2014-06-26,626000.0,3052701135,13974,3,1,2430.0,5000.0,2,0,0,4,7,1760.0,670.0,1945.0,0.0,98117,47.6785,-122.372,1320.0,4062.0
13974,2014-05-21,535000.0,625049281,13975,2,1,1030.0,4841.0,1,0,0,3,7,920.0,110.0,1939.0,0.0,98103,47.686,-122.341,1530.0,4944.0
13977,2015-02-10,940000.0,7855800730,13978,4,2,3090.0,9238.0,1,0,3,4,8,1680.0,1410.0,1967.0,0.0,98006,47.5654,-122.163,2690.0,8500.0
13978,2014-07-21,326250.0,395300650,13979,3,1,1060.0,9663.0,1,0,0,3,7,1060.0,0.0,1967.0,0.0,98034,47.7244,-122.226,1320.0,10162.0
13979,2014-09-05,200000.0,7812800995,13980,2,1,790.0,5985.0,1,0,0,3,6,790.0,0.0,1944.0,0.0,98178,47.4941,-122.24,1030.0,5985.0
13980,2014-08-13,880000.0,9541600355,13981,4,2,3070.0,8250.0,1,0,0,5,8,2100.0,970.0,1958.0,0.0,98005,47.5935,-122.172,2270.0,8800.0
13982,2014-08-01,190000.0,2781280150,13983,2,2,1100.0,1737.0,2,0,0,3,8,1100.0,0.0,2006.0,0.0,98055,47.4499,-122.189,1610.0,2563.0
13983,2015-01-29,160000.0,7338000150,13984,2,1,1070.0,4200.0,1,0,0,4,6,1070.0,0.0,1983.0,0.0,98002,47.3336,-122.215,1150.0,4200.0
13984,2014-08-23,625000.0,6977000040,13985,4,3,2190.0,12825.0,1,0,0,3,9,1520.0,670.0,1989.0,0.0,98034,47.7107,-122.229,3050.0,4673.0
13986,2014-08-05,575000.0,1241500155,13987,3,2,2070.0,3599.0,2,0,0,3,8,2070.0,0.0,1999.0,0.0,98033,47.6679,-122.165,2070.0,6844.0
13987,2014-10-13,470000.0,9266700256,13988,2,1,1190.0,5200.0,1,0,0,5,7,1190.0,0.0,1912.0,0.0,98103,47.6939,-122.348,1550.0,5100.0
13989,2015-04-21,229000.0,7789000120,13990,3,1,940.0,8400.0,1,0,0,3,7,940.0,0.0,1958.0,0.0,98056,47.5108,-122.165,1190.0,8400.0
13990,2014-08-22,279900.0,3210200395,13991,3,1,1280.0,12928.0,1,0,0,3,6,1280.0,0.0,1942.0,0.0,98023,47.3215,-122.399,1610.0,19467.0
13992,2014-10-23,399950.0,4046601010,13993,3,1,2450.0,15001.0,1,0,0,3,7,1980.0,470.0,1989.0,0.0,98014,47.6957,-121.913,1790.0,15323.0
13993,2014-08-01,405000.0,526059183,13994,4,2,1970.0,15743.0,1,0,0,3,7,1370.0,600.0,1962.0,0.0,98011,47.7673,-122.202,2390.0,11336.0
13995,2014-11-07,129000.0,6146600175,13996,2,1,760.0,5240.0,1,0,0,3,6,760.0,0.0,1949.0,0.0,98032,47.388,-122.234,980.0,5080.0
13997,2014-06-11,214950.0,8651442060,13998,3,1,1570.0,4875.0,1,0,0,4,7,1310.0,260.0,1977.0,0.0,98042,47.3621,-122.094,1380.0,5200.0
13999,2015-03-04,515000.0,7881500330,14000,3,1,1900.0,5000.0,1,0,0,4,7,950.0,950.0,1925.0,0.0,98106,47.5677,-122.363,1420.0,5000.0
14000,2014-08-22,1400000.0,1336800880,14001,4,2,3780.0,5160.0,2,0,0,4,9,2510.0,1270.0,1907.0,0.0,98112,47.6275,-122.308,2740.0,5160.0
14001,2014-06-26,230000.0,7147600220,14002,3,1,1060.0,9946.0,1,0,0,4,7,1060.0,0.0,1956.0,0.0,98188,47.4432,-122.282,1310.0,10619.0
14005,2015-03-17,295000.0,8898700880,14006,2,2,1590.0,8000.0,1,0,0,3,7,910.0,680.0,1984.0,0.0,98055,47.459,-122.205,1590.0,8364.0
14006,2014-07-30,286000.0,4318200360,14007,2,1,1170.0,6543.0,1,0,0,3,7,1170.0,0.0,1913.0,0.0,98136,47.537,-122.385,1550.0,7225.0
14007,2015-01-08,425000.0,6798100610,14008,3,1,1190.0,8100.0,1,0,0,3,7,830.0,360.0,1947.0,0.0,98125,47.7146,-122.311,1256.0,8100.0
14008,2014-12-12,170000.0,7466900220,14009,2,1,1300.0,11400.0,1,0,0,3,7,1300.0,0.0,1961.0,0.0,98003,47.3459,-122.299,1360.0,9750.0
14010,2015-05-06,506000.0,7977200995,14011,3,2,1160.0,6120.0,1,0,0,3,7,1160.0,0.0,1947.0,0.0,98115,47.6853,-122.293,1150.0,5100.0
14011,2014-09-22,315000.0,1862900360,14012,3,2,1950.0,9618.0,2,0,0,3,7,1950.0,0.0,1992.0,0.0,98031,47.4068,-122.18,1890.0,7133.0
14014,2014-06-24,289000.0,3874010220,14015,3,2,1970.0,9607.0,2,0,0,3,7,1090.0,880.0,1988.0,0.0,98001,47.3462,-122.286,2020.0,9608.0
14016,2014-07-21,327000.0,1520069052,14017,3,1,1510.0,344124.0,1,0,2,4,7,1510.0,0.0,1964.0,0.0,98022,47.2156,-122.029,1750.0,169884.0
14017,2014-09-26,2890000.0,5316101075,14018,7,3,5350.0,14400.0,2,0,0,4,10,5020.0,330.0,1910.0,0.0,98112,47.6295,-122.285,3050.0,7469.0
14018,2014-07-14,210000.0,8113100150,14019,3,1,920.0,6612.0,1,0,0,3,6,920.0,0.0,1948.0,0.0,98118,47.548,-122.284,1860.0,8424.0
14019,2014-11-25,1680000.0,3459900230,14020,4,3,7620.0,29536.0,2,0,3,3,11,5980.0,1640.0,2005.0,0.0,98006,47.5571,-122.14,2840.0,20809.0
14020,2014-12-29,360000.0,3955900150,14021,4,2,2490.0,4751.0,2,0,0,3,7,2490.0,0.0,2001.0,0.0,98056,47.4813,-122.188,2510.0,5233.0
14021,2015-04-27,875000.0,7701960210,14022,4,2,3030.0,16000.0,2,0,0,3,11,3030.0,0.0,1990.0,0.0,98077,47.7125,-122.081,3670.0,16641.0
14022,2014-11-04,550000.0,686450210,14023,4,2,1650.0,7200.0,1,0,0,3,8,1650.0,0.0,1967.0,0.0,98008,47.6384,-122.116,2180.0,7950.0
14024,2014-12-10,1080000.0,5700003221,14025,4,2,2990.0,7389.0,1,0,0,4,8,2090.0,900.0,1923.0,0.0,98144,47.5711,-122.284,2510.0,6157.0
14025,2014-10-28,202950.0,8651402700,14026,2,1,1060.0,5144.0,1,0,0,5,6,1060.0,0.0,1969.0,0.0,98042,47.3613,-122.088,1130.0,5200.0
14028,2014-11-17,805000.0,2050100210,14029,3,2,2690.0,17461.0,2,0,3,3,10,2690.0,0.0,1997.0,0.0,98074,47.654,-122.088,3610.0,16887.0
14029,2014-09-08,257000.0,9141100210,14030,2,1,770.0,9497.0,1,0,0,3,6,770.0,0.0,1950.0,0.0,98133,47.7407,-122.351,1550.0,7532.0
14031,2015-04-13,885000.0,1245000438,14032,4,2,2620.0,9157.0,2,0,0,3,8,2620.0,0.0,1996.0,0.0,98033,47.6916,-122.203,2240.0,7405.0
14032,2014-06-24,355000.0,1498300775,14033,2,2,930.0,747.0,2,0,0,3,8,630.0,300.0,2007.0,0.0,98144,47.5844,-122.316,940.0,6000.0
14033,2014-08-20,240000.0,4051100230,14034,3,1,1340.0,7000.0,1,0,0,4,7,1340.0,0.0,1978.0,0.0,98042,47.3742,-122.149,1850.0,7904.0
14035,2015-03-28,639900.0,1523550220,14036,3,2,2330.0,4160.0,2,0,0,4,8,2330.0,0.0,1992.0,0.0,98052,47.6367,-122.109,2940.0,4500.0
14036,2014-06-04,292000.0,1622059095,14037,3,1,1730.0,11325.0,1,0,0,5,7,1730.0,0.0,1972.0,0.0,98031,47.3921,-122.182,2030.0,17859.0
14037,2014-09-22,563500.0,7853220210,14038,4,2,2780.0,7838.0,2,0,3,3,9,2780.0,0.0,2004.0,0.0,98065,47.5312,-121.861,3160.0,7848.0
14039,2014-05-29,2750000.0,7397300220,14040,4,3,4430.0,21000.0,2,0,0,3,10,4430.0,0.0,1952.0,20070.0,98039,47.6398,-122.237,3930.0,20000.0
14040,2014-08-21,661000.0,3764500230,14041,3,2,1820.0,4418.0,2,0,0,4,8,1820.0,0.0,1994.0,0.0,98033,47.6947,-122.19,1920.0,13402.0
14042,2015-04-22,510000.0,369000365,14043,1,1,680.0,6600.0,1,0,0,3,5,480.0,200.0,1916.0,0.0,98199,47.6567,-122.392,1170.0,5500.0
14043,2014-09-16,289000.0,9238901020,14044,2,1,780.0,4132.0,1,0,0,3,7,780.0,0.0,1942.0,0.0,98136,47.5324,-122.387,1100.0,5100.0
14045,2014-07-30,410000.0,3024079057,14046,3,1,1750.0,32500.0,1,0,0,4,7,1750.0,0.0,1966.0,0.0,98027,47.5316,-121.959,1820.0,102801.0
14046,2014-07-24,535610.0,7518507330,14047,3,1,1610.0,5100.0,1,0,0,5,7,1010.0,600.0,1901.0,0.0,98117,47.6765,-122.386,1270.0,5100.0
14047,2014-11-13,397950.0,2968801510,14048,4,1,2120.0,7620.0,2,0,0,3,8,2120.0,0.0,1971.0,20020.0,98166,47.457,-122.346,1820.0,7620.0
14048,2014-08-27,284000.0,2822100175,14049,3,1,1430.0,4850.0,1,0,0,3,7,930.0,500.0,1978.0,0.0,98108,47.5472,-122.303,1430.0,4850.0
14049,2014-12-17,201000.0,3826000385,14050,4,1,1360.0,8100.0,1,0,0,3,7,1360.0,0.0,1962.0,0.0,98168,47.4931,-122.305,1300.0,8100.0
14050,2014-12-15,734000.0,2301400540,14051,4,2,2530.0,5000.0,1,0,0,4,7,1690.0,840.0,1925.0,0.0,98117,47.6806,-122.36,1530.0,5000.0
14051,2015-01-08,357500.0,2111010760,14052,5,3,3270.0,9146.0,2,0,0,3,7,3270.0,0.0,2002.0,0.0,98092,47.3342,-122.169,3200.0,6300.0
14053,2015-03-10,300000.0,8001600150,14054,3,1,1810.0,8232.0,1,0,0,3,8,1810.0,0.0,1988.0,0.0,98001,47.3195,-122.273,2260.0,8491.0
14055,2015-04-13,602500.0,7525420150,14056,4,1,2190.0,41000.0,2,0,0,3,8,2190.0,0.0,1980.0,0.0,98075,47.5755,-122.033,2590.0,35370.0
14056,2014-12-22,221000.0,1003000175,14057,3,1,980.0,7606.0,1,0,0,3,7,980.0,0.0,1954.0,0.0,98188,47.4356,-122.29,980.0,8125.0
14057,2015-04-10,920000.0,2902200874,14058,5,3,2230.0,4400.0,2,0,0,3,7,1730.0,500.0,1913.0,0.0,98102,47.6404,-122.325,1280.0,1800.0
14058,2015-03-06,235000.0,7131300032,14059,4,2,1540.0,9279.0,1,0,0,3,7,1540.0,0.0,1955.0,0.0,98118,47.5163,-122.268,1540.0,5110.0
14059,2014-08-04,375000.0,3581100330,14060,3,1,980.0,7296.0,1,0,0,3,7,980.0,0.0,1967.0,0.0,98034,47.7292,-122.231,1280.0,7296.0
14060,2014-08-27,599000.0,3629970870,14061,4,2,2120.0,3640.0,2,0,0,3,8,2120.0,0.0,2005.0,0.0,98029,47.5521,-121.996,2190.0,3640.0
14062,2015-03-16,640000.0,9828702245,14063,3,2,1620.0,1377.0,2,0,0,3,8,1100.0,520.0,2009.0,0.0,98112,47.6195,-122.299,1620.0,1251.0
14063,2014-11-20,294000.0,8687800150,14064,3,2,1650.0,11256.0,1,0,0,4,7,1250.0,400.0,1957.0,0.0,98168,47.4707,-122.26,1860.0,11256.0
14065,2014-05-21,970000.0,7284900385,14066,4,3,2790.0,5420.0,1,0,3,3,9,1130.0,1660.0,1963.0,20130.0,98177,47.7698,-122.386,2530.0,7200.0
14066,2015-04-28,280000.0,5702380770,14067,4,2,1600.0,7916.0,2,0,0,3,7,1600.0,0.0,1991.0,0.0,98022,47.194,-121.981,1540.0,7242.0
14067,2014-11-12,260000.0,2095600150,14068,4,2,1790.0,4358.0,2,0,0,3,7,1790.0,0.0,1993.0,0.0,98031,47.3994,-122.204,1790.0,4305.0
14068,2014-11-19,294000.0,4166600230,14069,3,1,2060.0,15050.0,1,0,0,4,7,2060.0,0.0,1938.0,0.0,98023,47.3321,-122.373,1900.0,15674.0
14069,2014-07-28,255500.0,3521059042,14070,4,1,1370.0,41194.0,1,0,2,5,5,1370.0,0.0,1900.0,0.0,98092,47.2716,-122.144,1590.0,84070.0
14071,2014-05-08,450000.0,1926069054,14072,3,2,1510.0,43560.0,1,0,0,3,7,1510.0,0.0,1954.0,0.0,98077,47.7218,-122.079,2060.0,67756.0
14072,2014-05-12,368000.0,9238450150,14073,3,1,1280.0,9898.0,1,0,0,3,7,1280.0,0.0,1968.0,0.0,98072,47.7677,-122.163,1290.0,9625.0
14073,2014-11-10,830000.0,8146200150,14074,4,2,2180.0,11056.0,1,0,0,3,8,1370.0,810.0,1963.0,0.0,98004,47.6042,-122.193,2090.0,8747.0
14074,2014-07-15,282500.0,3841600220,14075,2,1,1440.0,11210.0,1,0,0,4,6,1130.0,310.0,1935.0,0.0,98146,47.498,-122.35,1250.0,9381.0
14075,2014-05-02,335000.0,943100683,14076,3,2,1580.0,16215.0,1,0,0,4,7,1580.0,0.0,1978.0,0.0,98024,47.5643,-121.897,1450.0,16215.0
14076,2014-07-07,558000.0,952001765,14077,2,2,1580.0,5750.0,1,0,0,5,6,790.0,790.0,1910.0,0.0,98116,47.5668,-122.384,1580.0,5750.0
14077,2015-02-24,270000.0,3744600704,14078,4,1,1730.0,8505.0,1,0,0,4,7,1730.0,0.0,1961.0,0.0,98146,47.4905,-122.347,1510.0,8505.0
14080,2014-08-15,740000.0,4139400910,14081,4,2,2500.0,10330.0,2,0,0,3,10,2500.0,0.0,1992.0,0.0,98006,47.5595,-122.114,2710.0,8375.0
14081,2015-03-13,789800.0,9808630210,14082,3,2,2605.0,2216.0,2,0,2,3,9,2090.0,515.0,1979.0,0.0,98033,47.6536,-122.203,2605.0,2300.0
14082,2015-05-08,275000.0,2920700220,14083,2,1,910.0,4191.0,1,0,0,3,6,910.0,0.0,1910.0,0.0,98117,47.6929,-122.36,1480.0,6050.0
14083,2014-05-07,1500000.0,1338800365,14084,6,2,3560.0,6480.0,2,0,0,4,11,3560.0,0.0,1914.0,0.0,98112,47.627,-122.304,2780.0,6480.0
14084,2014-09-29,424000.0,1175001135,14085,3,1,1140.0,3395.0,1,0,0,5,7,620.0,520.0,1925.0,0.0,98107,47.6712,-122.393,1480.0,3500.0
14085,2015-03-27,715000.0,3867400180,14086,2,1,1000.0,3513.0,1,0,4,4,5,1000.0,0.0,1914.0,0.0,98116,47.5935,-122.39,1930.0,4920.0
14087,2014-08-13,802000.0,7784400035,14088,2,1,2110.0,8700.0,1,0,4,4,9,1760.0,350.0,1960.0,0.0,98146,47.4912,-122.365,2120.0,9500.0
14089,2014-06-09,750000.0,5016001285,14090,4,3,2050.0,5000.0,2,0,0,4,8,1370.0,680.0,1987.0,0.0,98112,47.6235,-122.298,1720.0,5000.0
14090,2014-08-12,405000.0,6817800330,14091,2,1,1090.0,10481.0,1,0,0,2,7,780.0,310.0,1981.0,0.0,98074,47.632,-122.03,1160.0,10533.0
14091,2014-12-03,521900.0,8680500220,14092,3,2,2100.0,12338.0,2,0,0,3,9,2100.0,0.0,1997.0,0.0,98072,47.7412,-122.168,2320.0,6257.0
14093,2014-10-15,600000.0,4008400035,14094,5,3,4410.0,58157.0,2,0,0,4,9,2330.0,2080.0,2001.0,0.0,98058,47.4395,-122.111,2460.0,42565.0
14094,2014-05-19,442500.0,2473002060,14095,3,1,1800.0,10200.0,1,0,0,3,8,1800.0,0.0,1967.0,0.0,98058,47.4496,-122.146,2140.0,10128.0
14095,2014-09-09,229950.0,4059400515,14096,2,1,920.0,7716.0,1,0,0,3,6,920.0,0.0,1944.0,0.0,98178,47.5028,-122.243,1410.0,7128.0
14096,2015-01-20,274950.0,2916610150,14097,3,2,1410.0,7265.0,1,0,0,4,7,1410.0,0.0,1983.0,0.0,98042,47.3654,-122.076,1390.0,8060.0
14097,2014-11-07,407185.0,8887001215,14098,3,1,1860.0,48076.0,1,0,0,4,8,1860.0,0.0,1929.0,0.0,98070,47.5051,-122.461,1410.0,23066.0
14098,2014-07-09,468000.0,3876313040,14099,4,2,2100.0,8400.0,1,0,0,4,7,1240.0,860.0,1976.0,0.0,98072,47.735,-122.17,1980.0,8610.0
14100,2014-10-23,219950.0,2372800145,14101,2,1,940.0,8997.0,1,0,0,5,7,940.0,0.0,1955.0,0.0,98022,47.2005,-121.999,1110.0,9126.0
14101,2015-01-22,275000.0,7120000210,14102,2,2,1340.0,5995.0,2,0,0,3,7,1340.0,0.0,1989.0,0.0,98028,47.7366,-122.233,1540.0,6616.0
14102,2015-04-10,229950.0,1180003175,14103,2,1,850.0,6000.0,1,0,0,3,6,850.0,0.0,1924.0,0.0,98178,47.4972,-122.224,1100.0,6000.0
14103,2014-11-25,675000.0,2902200915,14104,3,1,2130.0,4400.0,1,0,0,3,7,1430.0,700.0,1922.0,0.0,98102,47.6417,-122.325,1710.0,3300.0
14104,2015-03-23,412950.0,2473530150,14105,4,2,2430.0,6796.0,2,0,0,3,8,2430.0,0.0,1993.0,0.0,98058,47.4499,-122.127,2450.0,8400.0
14105,2015-04-29,670000.0,2366400150,14106,5,2,2290.0,39000.0,2,0,0,3,8,2290.0,0.0,1979.0,0.0,98052,47.7012,-122.12,2750.0,39900.0
14107,2015-01-13,358000.0,1269200150,14108,3,1,1150.0,27319.0,1,0,0,4,6,1150.0,0.0,1976.0,0.0,98070,47.3933,-122.454,1700.0,30691.0
14108,2015-04-24,680000.0,9510970530,14109,3,2,2120.0,3600.0,2,0,0,3,9,2120.0,0.0,2005.0,0.0,98052,47.6649,-122.082,2540.0,4592.0
14109,2014-11-04,380000.0,3856904825,14110,2,1,980.0,3400.0,1,0,0,3,7,980.0,0.0,1923.0,0.0,98105,47.6688,-122.323,1200.0,3420.0
14110,2014-12-05,515000.0,326069101,14111,3,2,2130.0,219978.0,2,0,0,3,8,2130.0,0.0,1986.0,0.0,98077,47.7754,-122.032,3340.0,217800.0
14111,2014-08-19,325000.0,254000175,14112,2,1,1050.0,4800.0,1,0,0,4,7,1050.0,0.0,1969.0,0.0,98146,47.5128,-122.388,1230.0,4800.0
14113,2015-04-20,426000.0,9284800085,14114,3,2,2210.0,5750.0,2,0,0,3,7,1710.0,500.0,1914.0,20000.0,98106,47.5525,-122.366,1350.0,5750.0
14114,2014-09-15,868500.0,2287000330,14115,5,2,2490.0,9639.0,1,0,0,4,8,1610.0,880.0,1959.0,0.0,98040,47.551,-122.22,2290.0,9958.0
14116,2014-09-18,366000.0,3330500085,14117,2,1,1210.0,3090.0,1,0,0,3,6,860.0,350.0,1926.0,0.0,98118,47.5532,-122.277,1210.0,3348.0
14119,2015-03-20,810000.0,1962200145,14120,3,1,2060.0,3300.0,2,0,0,4,9,1500.0,560.0,1918.0,0.0,98102,47.6498,-122.32,1830.0,3712.0
14120,2015-04-17,460000.0,4074300150,14121,4,1,1560.0,7200.0,1,0,0,3,6,860.0,700.0,1943.0,0.0,98115,47.7001,-122.279,1420.0,7200.0
14122,2015-03-19,260000.0,2212700180,14123,3,1,1460.0,10000.0,1,0,0,4,8,1460.0,0.0,1967.0,0.0,98092,47.342,-122.195,1930.0,14175.0
14124,2015-04-20,295000.0,8850000180,14125,4,1,980.0,3000.0,1,0,0,4,7,980.0,0.0,1914.0,0.0,98144,47.5892,-122.312,1525.0,3000.0
14126,2014-06-20,2110000.0,6065300330,14127,3,2,3230.0,17833.0,2,0,0,4,9,3230.0,0.0,1973.0,0.0,98006,47.5683,-122.188,3690.0,17162.0
14127,2014-08-19,307300.0,6149700191,14128,2,2,1520.0,1020.0,3,0,0,3,7,1520.0,0.0,1999.0,0.0,98133,47.7292,-122.343,1500.0,1245.0
14128,2014-08-27,225000.0,1555200180,14129,4,1,1410.0,7000.0,1,0,0,3,7,1410.0,0.0,1963.0,0.0,98032,47.3767,-122.287,1540.0,7000.0
14129,2014-11-07,290000.0,9407100720,14130,3,1,1390.0,13200.0,2,0,0,3,7,1390.0,0.0,1979.0,0.0,98045,47.4429,-121.771,1430.0,10725.0
14130,2014-11-20,690000.0,5700000515,14131,4,2,2230.0,5000.0,1,0,0,4,7,1510.0,720.0,1922.0,0.0,98144,47.5772,-122.292,2140.0,5000.0
14131,2014-07-05,825000.0,5451200530,14132,4,2,2110.0,12653.0,2,0,0,4,8,2110.0,0.0,1972.0,0.0,98040,47.536,-122.225,2350.0,10980.0
14132,2014-07-02,645000.0,868000530,14133,3,1,2270.0,11472.0,1,0,0,4,7,1370.0,900.0,1956.0,0.0,98177,47.7057,-122.374,2270.0,8340.0
14133,2015-02-17,590000.0,1777600210,14134,4,2,2530.0,10611.0,1,0,0,5,8,1320.0,1210.0,1977.0,0.0,98006,47.5698,-122.132,2530.0,10125.0
14134,2014-07-25,667000.0,7174800760,14135,5,2,1900.0,5470.0,1,0,0,3,7,1180.0,720.0,1930.0,19650.0,98105,47.6666,-122.303,1300.0,3250.0
14135,2014-09-25,664000.0,8635750330,14136,4,2,2390.0,8432.0,2,0,0,3,9,2390.0,0.0,1998.0,0.0,98074,47.6027,-122.024,2710.0,7417.0
14136,2015-04-28,452100.0,4058800925,14137,4,2,3160.0,6540.0,1,0,3,3,8,1580.0,1580.0,1959.0,0.0,98178,47.5037,-122.24,1990.0,7090.0
14139,2015-01-30,662500.0,510000641,14140,3,2,2070.0,4200.0,1,0,0,4,7,1670.0,400.0,1906.0,0.0,98103,47.6624,-122.333,1490.0,4560.0
14140,2014-07-02,475000.0,8835200230,14141,4,2,1850.0,5444.0,2,0,0,5,7,1850.0,0.0,1981.0,0.0,98034,47.7227,-122.16,1540.0,5000.0
14141,2014-09-15,450000.0,8718500555,14142,3,1,1440.0,9711.0,1,0,0,3,7,1140.0,300.0,1956.0,0.0,98028,47.7394,-122.252,1590.0,9711.0
14142,2014-07-07,538250.0,1722049154,14143,3,2,2590.0,15229.0,2,0,3,3,8,2590.0,0.0,1984.0,0.0,98198,47.3948,-122.325,2590.0,15229.0
14143,2014-05-05,329950.0,6450304130,14144,2,1,1140.0,5250.0,1,0,0,4,6,1140.0,0.0,1949.0,0.0,98133,47.731,-122.341,1450.0,5250.0
14144,2015-01-22,1100000.0,6908200155,14145,4,3,2760.0,5040.0,2,0,2,3,9,2760.0,0.0,1955.0,20050.0,98117,47.6756,-122.401,2370.0,5760.0
14145,2014-10-20,307000.0,1773101020,14146,5,1,1310.0,4800.0,1,0,0,3,6,1110.0,200.0,1929.0,0.0,98106,47.5545,-122.365,960.0,4800.0
14147,2015-01-14,212000.0,5153200666,14148,3,2,1900.0,18000.0,1,0,0,4,7,1280.0,620.0,1968.0,0.0,98023,47.3251,-122.354,1920.0,15000.0
14148,2014-09-08,750000.0,7660100085,14149,5,2,2860.0,6000.0,2,0,0,4,8,2380.0,480.0,1902.0,0.0,98144,47.5906,-122.316,2240.0,6000.0
14149,2014-11-25,279000.0,1843130530,14150,3,2,1640.0,5650.0,1,0,0,3,7,1640.0,0.0,2003.0,0.0,98042,47.3736,-122.13,2250.0,5488.0
14150,2014-06-11,476000.0,7010700905,14151,3,1,1140.0,5500.0,1,0,0,4,6,1140.0,0.0,1908.0,0.0,98199,47.6606,-122.395,1690.0,4400.0
14152,2014-10-15,228950.0,8651442520,14153,4,3,2160.0,5200.0,1,0,0,3,7,1320.0,840.0,1978.0,0.0,98042,47.3627,-122.091,1460.0,5144.0
14153,2014-06-18,568450.0,2722059010,14154,5,3,3260.0,58806.0,2,0,0,4,8,3260.0,0.0,1969.0,0.0,98042,47.3703,-122.159,1810.0,17927.0
14154,2014-06-05,619000.0,6884800210,14155,4,1,1660.0,3800.0,1,0,0,3,7,1660.0,0.0,1926.0,0.0,98115,47.6883,-122.314,1660.0,3767.0
14155,2014-07-29,275000.0,7349600230,14156,3,2,1640.0,6044.0,2,0,0,3,7,1640.0,0.0,1996.0,0.0,98002,47.2844,-122.205,1600.0,7418.0
14158,2015-01-28,179500.0,1450000210,14159,3,1,900.0,8100.0,1,0,0,4,6,900.0,0.0,1959.0,0.0,98002,47.2866,-122.221,1000.0,7830.0
14159,2014-08-18,460000.0,1387301430,14160,3,2,1650.0,7313.0,1,0,0,3,7,1220.0,430.0,1975.0,0.0,98011,47.7375,-122.194,1690.0,7252.0
14160,2015-02-26,286000.0,2517010230,14161,3,2,1800.0,3980.0,2,0,0,3,7,1800.0,0.0,2006.0,0.0,98042,47.4006,-122.162,2580.0,4307.0
14162,2014-05-22,400000.0,2461900175,14163,3,1,1040.0,6250.0,1,0,0,3,7,1040.0,0.0,1942.0,0.0,98136,47.5526,-122.385,1770.0,6250.0
14164,2015-02-26,350000.0,3031200230,14165,3,1,2480.0,8906.0,1,0,0,3,7,1240.0,1240.0,1969.0,0.0,98118,47.5366,-122.289,1800.0,8906.0
