,date_sold,price,house_id,id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,Bedrooms per 100 sqm (Living Area),Bedrooms per 100 sqm (Lot Area),bedrooms_100
9197,2014-12-12,2.8595,7454001120,12882,2,1,710.0,7120.0,1,0,0,5,6,710.0,0.0,1942.0,0.0,98146,47.5122,-122.374,1100.0,7020.0,3.032088746811948,0.01308492957746479,High (3+)
9198,2014-11-07,6.45,5561100180,12883,5,2,3340.0,52476.0,2,0,0,4,8,3340.0,0.0,1975.0,0.0,98027,47.4553,-121.987,2460.0,48351.0,1.6113645286201221,0.005563053892215569,Low (1-2)
9199,2014-05-30,3.15,9284801165,12887,3,2,1060.0,5750.0,1,0,0,3,7,1060.0,0.0,1981.0,0.0,98126,47.5523,-122.372,1080.0,5750.0,3.046391052221438,0.0175288679245283,High (3+)
9200,2015-03-23,3.022,7229100180,12888,4,1,1730.0,10396.0,1,0,0,3,7,1730.0,0.0,1964.0,0.0,98058,47.4497,-122.168,1510.0,10396.0,2.4887664858225236,0.005370115606936417,Medium (2-3)
9201,2015-01-08,7.7,9808630120,12889,3,2,2190.0,2658.0,2,0,3,4,9,2190.0,0.0,1979.0,0.0,98033,47.6528,-122.203,2315.0,2538.0,1.474508911120879,0.008484292237442922,Low (1-2)
9202,2015-01-22,3.7495,2473411210,12890,4,1,1660.0,8160.0,1,0,0,3,8,1660.0,0.0,1974.0,0.0,98058,47.4483,-122.129,1800.0,7684.0,2.5937144701644375,0.005596566265060242,Medium (2-3)
9203,2014-10-20,2.3,3438503014,12892,2,1,870.0,7020.0,1,0,0,4,6,570.0,300.0,1942.0,0.0,98106,47.5404,-122.352,1730.0,7020.0,2.474463230156877,0.010678505747126437,Medium (2-3)
9204,2015-04-27,9.67,5100403882,12893,4,2,3100.0,7250.0,2,0,0,3,9,3100.0,0.0,2010.0,0.0,98115,47.6961,-122.316,1240.0,6670.0,1.3888922646686988,0.005993741935483871,Low (1-2)
9205,2014-06-27,3.15,2113700360,12895,6,4,3120.0,4240.0,2,0,2,4,7,2090.0,1030.0,1993.0,0.0,98106,47.5305,-122.353,1460.0,4240.0,2.069983663688926,0.011910641025641025,Medium (2-3)
9206,2014-07-16,6.26,2028701075,12896,3,1,1040.0,4240.0,1,0,0,4,7,860.0,180.0,1924.0,0.0,98117,47.6768,-122.367,1170.0,4240.0,3.1049754955333895,0.00893298076923077,High (3+)
9207,2014-07-18,3.34009,3755200220,12897,4,2,1650.0,9305.0,1,0,0,4,6,1650.0,0.0,1960.0,0.0,98034,47.7183,-122.213,1860.0,7486.0,2.6094339518017975,0.011260969696969696,Medium (2-3)
9208,2015-01-29,4.29,2767800065,12898,2,1,1010.0,5000.0,1,0,0,2,7,1010.0,0.0,1924.0,0.0,98107,47.6715,-122.365,1410.0,5000.0,2.131468326966815,0.009198316831683168,Medium (2-3)
9209,2014-08-28,3.26,3422059257,12900,5,2,2166.0,6342.0,2,0,0,3,8,2166.0,0.0,2013.0,0.0,98042,47.3461,-122.152,2474.0,5948.0,2.484744933329274,0.008578301015697138,Medium (2-3)
9210,2014-06-12,3.1,3438502083,12901,5,3,1880.0,5000.0,1,0,0,3,7,1100.0,780.0,1997.0,0.0,98106,47.5453,-122.363,1640.0,5000.0,2.8627433646761746,0.014824946808510639,Medium (2-3)
9211,2015-04-21,5.25,930000234,12902,4,2,2260.0,7680.0,1,0,0,4,7,1130.0,1130.0,1947.0,0.0,98177,47.7193,-122.361,1800.0,7680.0,1.9051177081738788,0.008221504424778762,Low (1-2)
9212,2015-04-03,3.5,2475200330,12903,3,2,2010.0,4400.0,1,0,0,3,7,2010.0,0.0,1986.0,0.0,98055,47.4735,-122.189,1720.0,4187.0,1.606554485251107,0.00924407960199005,Low (1-2)
9213,2015-04-02,9.36,6352600650,12904,4,2,3330.0,8897.0,2,0,0,3,10,3330.0,0.0,2001.0,0.0,98074,47.6484,-122.08,3150.0,7515.0,1.2929627689108008,0.0055797597597597596,Low (1-2)
9214,2014-11-29,2.26,4415600040,12905,3,1,1520.0,7200.0,1,0,0,3,7,1030.0,490.0,1954.0,0.0,98166,47.4527,-122.352,1530.0,7201.0,2.1244569179965294,0.0061120394736842104,Medium (2-3)
9215,2015-05-01,12.5,7974700150,12906,5,3,3510.0,4798.0,2,0,0,3,10,2700.0,810.0,2008.0,0.0,98105,47.669,-122.282,1460.0,1684.0,1.5333212323621674,0.00794042735042735,Low (1-2)
9216,2014-05-29,3.29932,8910500150,12908,3,1,1460.0,5040.0,1,0,0,3,7,1100.0,360.0,1971.0,0.0,98133,47.7112,-122.357,2330.0,7560.0,2.211763366681318,0.006363219178082191,Medium (2-3)
9217,2015-01-20,5.39,8910500150,12909,3,1,1460.0,5040.0,1,0,0,3,7,1100.0,360.0,1971.0,0.0,98133,47.7112,-122.357,2330.0,7560.0,2.211763366681318,0.006363219178082191,Medium (2-3)
9218,2015-03-10,2.75,1938400410,12910,3,1,1650.0,7700.0,1,0,0,4,8,1650.0,0.0,1977.0,0.0,98023,47.3155,-122.365,2020.0,7700.0,1.9570754638513483,0.005630484848484848,Low (1-2)
9219,2015-01-23,7.82,3636800180,12912,4,2,3510.0,24604.0,2,0,0,3,10,3510.0,0.0,1997.0,0.0,98053,47.6772,-122.056,3530.0,26673.0,1.226656985889734,0.005293618233618233,Low (1-2)
9220,2014-06-16,5.75,9545240180,12913,4,2,2120.0,9603.0,2,0,0,3,8,2120.0,0.0,1985.0,0.0,98027,47.5348,-122.053,1990.0,9611.0,2.030927368147626,0.00876443396226415,Medium (2-3)
9221,2015-01-14,5.09,3293700482,12914,3,2,1780.0,9315.0,2,0,0,3,7,1780.0,0.0,1996.0,0.0,98133,47.7484,-122.353,1780.0,8545.0,1.8141429861543397,0.010438539325842697,Low (1-2)
9222,2014-05-09,2.9,7968000120,12915,4,2,2000.0,13300.0,1,0,0,4,7,1200.0,800.0,1968.0,0.0,98001,47.353,-122.294,1800.0,9810.0,2.152783010236483,0.0092903,Medium (2-3)
9223,2014-07-28,3.0524,7655900062,12916,3,1,1300.0,9000.0,1,0,0,3,7,1300.0,0.0,1956.0,0.0,98133,47.7352,-122.337,1500.0,9600.0,2.4839803964267113,0.007146384615384616,Medium (2-3)
9224,2014-06-10,5.55,4321200970,12917,3,2,2180.0,4976.0,1,0,2,4,8,1680.0,500.0,1930.0,0.0,98126,47.573,-122.38,1850.0,5000.0,1.4812727134654702,0.008523211009174312,Low (1-2)
9225,2014-07-25,3.17,8645540040,12918,3,2,1790.0,8228.0,1,0,0,3,7,1390.0,400.0,1980.0,0.0,98058,47.4658,-122.172,1880.0,8228.0,1.8040081091367177,0.01038022346368715,Low (1-2)
9226,2015-02-24,8.5,3867400175,12920,2,1,1800.0,4144.0,1,0,4,4,7,900.0,900.0,1962.0,0.0,98116,47.5934,-122.39,2090.0,4173.0,1.1959905612424906,0.005161277777777778,Low (1-2)
9227,2014-07-30,3.272,7346600092,12922,2,2,1440.0,8425.0,1,0,0,4,6,1440.0,0.0,1942.0,19830.0,98168,47.4831,-122.296,1430.0,12037.0,1.4949882015531135,0.012903194444444443,Low (1-2)
9228,2014-09-03,3.6,1843100580,12924,4,2,2340.0,13445.0,2,0,0,3,8,2340.0,0.0,1990.0,0.0,98042,47.374,-122.125,2340.0,11188.0,1.839985478834601,0.00794042735042735,Low (1-2)
9229,2014-12-11,3.72,393000142,12925,4,2,2070.0,8658.0,2,0,0,3,8,2070.0,0.0,1999.0,0.0,98178,47.5072,-122.257,2010.0,7215.0,2.079983584769549,0.008976135265700484,Medium (2-3)
9230,2015-03-26,4.53,3288200360,12926,3,1,2160.0,11484.0,1,0,0,4,7,2160.0,0.0,1968.0,0.0,98034,47.7277,-122.185,2270.0,10080.0,1.4949882015531133,0.004301064814814815,Low (1-2)
9231,2014-07-02,4.75,6843600040,12928,4,2,2040.0,7260.0,2,0,0,4,7,2040.0,0.0,1963.0,0.0,98133,47.7399,-122.332,2040.0,7360.0,2.110571578663219,0.009108137254901961,Medium (2-3)
9232,2015-04-03,3.135,1623089025,12931,5,3,2240.0,94960.0,1,0,0,3,6,2240.0,0.0,1985.0,0.0,98045,47.481,-121.788,1780.0,43400.0,2.402659609638932,0.012442366071428571,Medium (2-3)
9233,2014-07-11,2.06,7905400040,12935,3,1,1140.0,9800.0,1,0,0,4,7,1140.0,0.0,1968.0,0.0,98001,47.3063,-122.27,1370.0,9800.0,2.8326092239953726,0.00814938596491228,Medium (2-3)
9234,2015-02-17,2.5,120059044,12938,3,1,1628.0,286355.0,1,0,0,3,7,1628.0,0.0,1996.0,0.0,98092,47.2558,-122.122,1490.0,216344.0,1.9835224295790692,0.005706572481572481,Low (1-2)
9235,2014-10-27,2.46,420069021,12939,3,2,1990.0,203861.0,1,0,0,3,7,1990.0,0.0,1949.0,0.0,98022,47.2507,-122.039,2760.0,217800.0,1.6227007614847861,0.009336984924623117,Low (1-2)
9236,2014-09-24,3.95,3876312620,12941,4,1,1910.0,8117.0,1,0,0,3,7,1460.0,450.0,1975.0,0.0,98072,47.7344,-122.173,1810.0,8100.0,2.254223047368045,0.004864031413612566,Medium (2-3)
9237,2014-09-26,3.05,3331001165,12942,3,1,820.0,5150.0,1,0,0,5,6,820.0,0.0,1918.0,0.0,98118,47.5514,-122.284,1100.0,5150.0,3.938017701652104,0.011329634146341463,High (3+)
9238,2014-09-23,1.6,2019200220,12943,3,2,1470.0,8682.0,1,0,0,3,7,1160.0,310.0,1985.0,0.0,98003,47.2729,-122.299,1670.0,8359.0,2.1967173573841663,0.01263986394557823,Medium (2-3)
9239,2015-02-26,2.69,2019200220,12944,3,2,1470.0,8682.0,1,0,0,3,7,1160.0,310.0,1985.0,0.0,98003,47.2729,-122.299,1670.0,8359.0,2.1967173573841663,0.01263986394557823,Medium (2-3)
9240,2014-08-11,1.695,7956200220,12945,3,1,1060.0,10023.0,1,0,0,3,6,1060.0,0.0,1962.0,0.0,98023,47.2869,-122.36,1060.0,10023.0,3.046391052221438,0.00876443396226415,High (3+)
9241,2014-12-05,6.905,6632900452,12946,4,2,3130.0,8920.0,2,0,0,3,8,3130.0,0.0,2014.0,0.0,98155,47.7397,-122.316,1450.0,9183.0,1.3755801982341747,0.00593629392971246,Low (1-2)
9242,2014-12-03,2.4556,8165100035,12947,2,1,1260.0,9693.0,1,0,0,3,7,1260.0,0.0,1957.0,0.0,98177,47.7775,-122.365,1800.0,9693.0,1.7085579446321295,0.007373253968253968,Low (1-2)
9243,2014-10-15,3.83,3344500085,12949,4,1,2580.0,19607.0,1,0,2,4,8,1290.0,1290.0,1958.0,0.0,98056,47.5067,-122.197,1970.0,9569.0,1.6688240389430102,0.003600891472868217,Low (1-2)
9244,2014-09-18,2.5,3375300210,12951,3,1,1350.0,8548.0,1,0,0,3,7,1350.0,0.0,1985.0,0.0,98003,47.3179,-122.33,1660.0,8538.0,2.3919811224849816,0.006881703703703702,Medium (2-3)
9245,2015-02-03,4.555,5469500580,12952,3,1,2290.0,19000.0,1,0,0,4,9,1650.0,640.0,1973.0,0.0,98042,47.3837,-122.158,2900.0,13034.0,1.4101198757007531,0.004056899563318777,Low (1-2)
9246,2014-08-20,2.91375,9475710040,12956,4,2,2220.0,6233.0,2,0,0,3,7,2220.0,0.0,2001.0,0.0,98059,47.4887,-122.15,2220.0,5352.0,1.9394441533662008,0.00836963963963964,Low (1-2)
9247,2015-03-04,2.25,9310300175,12957,3,1,1490.0,15850.0,1,0,0,3,7,1490.0,0.0,1946.0,0.0,98133,47.7411,-122.347,1950.0,13228.0,2.167231218358876,0.006235100671140939,Medium (2-3)
9248,2014-08-26,2.5,3224800120,12959,3,2,2070.0,8400.0,2,0,0,4,8,2070.0,0.0,1990.0,0.0,98002,47.3099,-122.206,2070.0,9239.0,1.5599876885771615,0.008976135265700484,Low (1-2)
9249,2015-01-14,5.995,8861500065,12961,4,2,2020.0,10260.0,2,0,0,4,7,2020.0,0.0,1984.0,0.0,98052,47.6801,-122.114,2020.0,10311.0,2.131468326966815,0.009198316831683168,Medium (2-3)
9250,2014-09-24,6.25,3585300365,12962,4,1,2190.0,13660.0,1,0,3,3,8,2190.0,0.0,1952.0,0.0,98177,47.7658,-122.37,2520.0,20500.0,1.9660118814945053,0.004242146118721461,Low (1-2)
9251,2015-05-06,2.485,8019200360,12963,2,1,780.0,10064.0,1,0,0,4,7,780.0,0.0,1958.0,0.0,98168,47.4913,-122.318,1090.0,14750.0,2.7599782182519017,0.011910641025641025,Medium (2-3)
9252,2014-09-30,4.6995,2862100205,12964,5,2,1220.0,4200.0,1,0,0,4,6,1090.0,130.0,1921.0,0.0,98105,47.6677,-122.321,1790.0,4200.0,4.4114405947468915,0.015229999999999999,High (3+)
9253,2015-04-22,5.25,7420100040,12965,3,1,1840.0,10956.0,1,0,0,4,8,1840.0,0.0,1970.0,0.0,98033,47.6746,-122.164,1680.0,10950.0,1.7549861496493069,0.005049076086956521,Low (1-2)
9254,2014-09-02,7.875,223039229,12966,2,2,2390.0,6928.0,2,0,3,4,8,1810.0,580.0,1949.0,19820.0,98146,47.5101,-122.391,2390.0,12852.0,0.9007460293876498,0.0077743096234309614,Very Low (0-1)
9255,2014-10-10,2.8,3920000040,12969,5,2,2110.0,7919.0,1,0,0,3,7,1110.0,1000.0,1966.0,0.0,98118,47.5164,-122.267,1590.0,5250.0,2.5506907704223734,0.008805971563981042,Medium (2-3)
9256,2015-04-02,2.0,126059021,12970,4,1,1020.0,42966.0,1,0,0,4,6,1020.0,0.0,1922.0,0.0,98072,47.7617,-122.11,2250.0,37680.0,4.221143157326438,0.009108137254901961,High (3+)
9257,2014-10-10,4.9,8106300970,12971,3,2,3080.0,7363.0,2,0,0,3,9,3080.0,0.0,2006.0,0.0,98055,47.4473,-122.205,2860.0,5273.0,1.0484332842060795,0.006032662337662338,Low (1-2)
9258,2014-12-31,1.46,9320900610,12972,3,1,900.0,4770.0,1,0,0,3,6,900.0,0.0,1969.0,20090.0,98023,47.3038,-122.362,900.0,3480.0,3.587971683727472,0.010322555555555555,High (3+)
9259,2014-11-20,5.0,5647900650,12973,5,3,3720.0,25474.0,2,0,4,3,9,2090.0,1630.0,1986.0,0.0,98001,47.3296,-122.256,1870.0,14547.0,1.4467627756965613,0.007492177419354839,Low (1-2)
9260,2014-10-06,3.2495,6632300477,12975,3,1,1040.0,7288.0,1,0,0,3,7,1040.0,0.0,1959.0,0.0,98125,47.7287,-122.311,1160.0,7287.0,3.1049754955333895,0.00893298076923077,High (3+)
9261,2015-04-16,2.315,9476200150,12976,2,1,1000.0,7615.0,1,0,0,4,6,1000.0,0.0,1943.0,0.0,98056,47.49,-122.191,1060.0,8000.0,2.152783010236483,0.0092903,Medium (2-3)
9262,2014-05-29,3.0,8029500450,12977,3,2,2080.0,9827.0,2,0,0,3,8,2080.0,0.0,1989.0,0.0,98023,47.3058,-122.394,2660.0,9861.0,1.5524877477666947,0.00893298076923077,Low (1-2)
9263,2014-12-02,5.45,9510320150,12978,4,2,2500.0,50595.0,2,0,0,3,9,2500.0,0.0,1997.0,0.0,98045,47.4736,-121.731,2765.0,33720.0,1.7222264081891865,0.00743224,Low (1-2)
9264,2015-02-17,3.5,415100085,12979,3,1,1050.0,8583.0,1,0,0,5,6,1050.0,0.0,1955.0,0.0,98133,47.7451,-122.339,1460.0,7351.0,3.0754043003378335,0.008847904761904762,High (3+)
9265,2015-04-08,1.8,1951600150,12981,3,1,1610.0,8500.0,1,0,0,3,7,1610.0,0.0,1959.0,0.0,98032,47.3717,-122.297,1070.0,8750.0,2.0056984567420653,0.005770372670807453,Medium (2-3)
9266,2014-07-10,7.49,6745700150,12982,4,1,2130.0,5000.0,2,0,0,4,8,2130.0,0.0,1920.0,0.0,98144,47.5828,-122.291,2560.0,5000.0,2.0213924978746323,0.004361643192488263,Medium (2-3)
9267,2014-10-09,2.45,9211520410,12983,3,2,1460.0,11593.0,2,0,0,3,7,1460.0,0.0,1989.0,0.0,98023,47.2984,-122.385,1640.0,9703.0,2.211763366681318,0.012726438356164382,Medium (2-3)
9268,2014-08-19,2.6,3388000040,12984,5,1,1600.0,7350.0,1,0,0,5,7,1600.0,0.0,1962.0,0.0,98031,47.3943,-122.196,1600.0,7725.0,3.363723453494505,0.0058064375,High (3+)
9269,2014-06-07,4.9,3566800040,12985,3,3,1730.0,2940.0,3,0,0,3,7,1730.0,0.0,1985.0,0.0,98117,47.6911,-122.392,1690.0,4410.0,1.8665748643668927,0.016110346820809248,Low (1-2)
9270,2014-08-25,3.3,1402600040,12987,4,2,2430.0,7490.0,2,0,0,3,8,2430.0,0.0,1983.0,0.0,98058,47.4406,-122.139,2070.0,7469.0,1.7718378685073934,0.007646337448559671,Low (1-2)
9271,2014-11-04,2.95,2720000120,12988,3,1,1380.0,7575.0,1,0,0,4,7,1380.0,0.0,1963.0,0.0,98056,47.5139,-122.187,1320.0,7600.0,2.3399815328657425,0.0067321014492753625,Medium (2-3)
9272,2014-10-09,7.25,3359500665,12989,3,1,1790.0,6000.0,1,0,0,4,7,1790.0,0.0,1903.0,0.0,98115,47.6754,-122.325,1290.0,3500.0,1.8040081091367177,0.005190111731843575,Low (1-2)
9273,2014-09-03,11.4,7732650040,12990,4,2,3370.0,10602.0,2,0,0,3,10,3370.0,0.0,1999.0,0.0,98007,47.6591,-122.147,2950.0,9949.0,1.2776160298139367,0.00551353115727003,Low (1-2)
9274,2014-08-04,6.8,2874600040,12991,3,2,2920.0,6300.0,1,0,0,3,8,1710.0,1210.0,1956.0,0.0,98177,47.7065,-122.37,1940.0,6300.0,1.105881683340659,0.006363219178082191,Low (1-2)
9275,2014-10-30,4.9,6154900065,12992,2,1,2180.0,9300.0,1,0,0,4,7,1090.0,1090.0,1947.0,0.0,98177,47.7032,-122.371,1830.0,7378.0,0.9875151423103135,0.004261605504587156,Very Low (0-1)
9276,2014-12-09,3.3,9264920620,12995,4,2,2440.0,8098.0,2,0,0,3,8,2440.0,0.0,1983.0,0.0,98023,47.3126,-122.346,2110.0,7911.0,1.7645762378987566,0.007614999999999999,Low (1-2)
9277,2015-03-24,2.7,7899800730,12996,3,2,1350.0,1189.0,2,0,0,3,7,1080.0,270.0,2007.0,0.0,98106,47.5218,-122.358,1300.0,1182.0,2.3919811224849816,0.013763407407407405,Medium (2-3)
9278,2014-05-14,3.4,8944750730,12997,3,2,1970.0,3716.0,2,0,0,3,7,1970.0,0.0,1997.0,0.0,98056,47.4907,-122.167,1780.0,3716.0,1.6391748808907232,0.009431776649746194,Low (1-2)
9279,2015-03-04,4.13252,2922703150,12998,3,0,1110.0,3960.0,1,0,0,3,7,1110.0,0.0,1951.0,0.0,98117,47.6834,-122.366,1610.0,5530.0,2.9091662300493017,0.0,Medium (2-3)
9280,2015-04-15,7.26888,7215720410,13000,5,3,2970.0,7261.0,2,0,0,3,9,2970.0,0.0,1999.0,0.0,98075,47.5994,-122.019,2970.0,8437.0,1.8121069109734704,0.009384141414141414,Low (1-2)
9281,2014-12-06,2.85,5550300175,13001,2,1,720.0,6400.0,1,0,0,4,6,720.0,0.0,1943.0,0.0,98126,47.5286,-122.368,1030.0,6400.0,2.989976403106227,0.012903194444444443,Medium (2-3)
9282,2015-03-09,2.95,7819000040,13003,4,2,1650.0,7200.0,1,0,0,3,7,1650.0,0.0,1964.0,0.0,98133,47.7543,-122.344,1410.0,7200.0,2.6094339518017975,0.011260969696969696,Medium (2-3)
9283,2015-03-18,4.6,1839920180,13004,3,2,1620.0,7350.0,1,0,0,3,7,1170.0,450.0,1969.0,0.0,98034,47.7248,-122.179,1800.0,7350.0,1.9933176020708179,0.011469506172839506,Low (1-2)
9284,2014-09-25,2.3,2560803085,13005,3,1,1510.0,10588.0,1,0,0,3,7,1510.0,0.0,1947.0,0.0,98198,47.3775,-122.319,1360.0,2873.0,2.138526169109089,0.00615251655629139,Medium (2-3)
9285,2014-05-22,3.37,6414100133,13006,3,1,1070.0,6109.0,1,0,0,5,7,1070.0,0.0,1951.0,0.0,98125,47.7207,-122.32,1170.0,7200.0,3.017920107808154,0.008682523364485982,High (3+)
9286,2014-09-08,3.0,164000174,13007,3,1,1010.0,6300.0,1,0,0,3,7,1010.0,0.0,1957.0,0.0,98133,47.7304,-122.352,1480.0,7480.0,3.1972024904502225,0.009198316831683168,High (3+)
9287,2015-01-30,23.0,1118001201,13008,4,2,3370.0,8402.0,1,0,0,5,10,2240.0,1130.0,1962.0,0.0,98112,47.6349,-122.29,3190.0,8700.0,1.2776160298139367,0.00551353115727003,Low (1-2)
9288,2014-12-10,3.6,5104510720,13009,4,2,2000.0,5500.0,2,0,0,3,8,2000.0,0.0,2003.0,0.0,98038,47.3552,-122.014,2000.0,5512.0,2.152783010236483,0.0092903,Medium (2-3)
9289,2015-03-16,5.85,3904910650,13010,3,2,2060.0,10839.0,2,0,0,3,8,2060.0,0.0,1987.0,0.0,98029,47.5675,-122.016,2180.0,8126.0,1.5675604443469537,0.009019708737864077,Low (1-2)
9290,2014-10-08,1.827,9211500620,13011,3,2,1740.0,6650.0,1,0,0,3,7,1240.0,500.0,1978.0,0.0,98023,47.2979,-122.379,1740.0,7000.0,1.855847422617658,0.010678505747126437,Low (1-2)
9291,2015-04-28,3.05,9211500620,13012,3,2,1740.0,6650.0,1,0,0,3,7,1240.0,500.0,1978.0,0.0,98023,47.2979,-122.379,1740.0,7000.0,1.855847422617658,0.010678505747126437,Low (1-2)
9292,2014-05-05,3.0995,6402710120,13013,3,2,1880.0,7838.0,2,0,0,3,7,1880.0,0.0,1994.0,0.0,98055,47.4439,-122.19,1810.0,7915.0,1.7176460188057048,0.009883297872340427,Low (1-2)
9293,2015-03-16,5.5,1245001739,13014,3,1,960.0,12527.0,1,0,0,3,7,960.0,0.0,1972.0,0.0,98033,47.6891,-122.203,1220.0,7579.0,3.363723453494505,0.009677395833333333,High (3+)
9294,2014-10-01,9.985,9839301165,13016,2,1,1570.0,4400.0,1,0,0,4,8,1570.0,0.0,1914.0,0.0,98122,47.6112,-122.293,1850.0,4400.0,1.3711993695773779,0.005917388535031847,Low (1-2)
9295,2014-11-01,6.445,1854900410,13017,4,2,2990.0,5342.0,2,0,0,3,8,2990.0,0.0,2004.0,0.0,98074,47.6124,-122.009,2990.0,5936.0,1.4399886356096878,0.006214247491638796,Low (1-2)
9296,2015-01-12,3.2,2787700180,13018,3,2,1250.0,8636.0,1,0,0,5,7,1250.0,0.0,1968.0,0.0,98059,47.5066,-122.159,1620.0,7653.0,2.58333961228378,0.01486448,Medium (2-3)
9297,2014-08-05,3.95,3626039279,13021,2,1,960.0,6700.0,1,0,0,3,7,960.0,0.0,1951.0,0.0,98103,47.6955,-122.357,1350.0,6700.0,2.2424823023296696,0.009677395833333333,Medium (2-3)
9298,2015-03-16,2.5925,3126049261,13022,3,1,940.0,5904.0,1,0,0,3,6,940.0,0.0,1947.0,0.0,98103,47.699,-122.35,870.0,5728.0,3.4352920376114096,0.009883297872340427,High (3+)
9299,2014-11-06,3.0,8658303265,13023,3,1,1260.0,5000.0,1,0,0,4,6,1260.0,0.0,1968.0,0.0,98014,47.6492,-121.915,1180.0,7500.0,2.5628369169481946,0.007373253968253968,Medium (2-3)
9300,2015-02-20,4.13,2421059009,13024,3,1,2280.0,139392.0,1,0,0,3,8,2280.0,0.0,1977.0,0.0,98092,47.291,-122.118,2280.0,117176.0,1.4163046119976863,0.00407469298245614,Low (1-2)
9301,2014-08-01,4.35,3111300040,13025,3,2,1740.0,8491.0,1,0,0,3,8,1240.0,500.0,1958.0,0.0,98177,47.7758,-122.379,2080.0,8494.0,1.855847422617658,0.010678505747126437,Low (1-2)
9302,2014-10-03,5.0,1770000330,13026,4,2,2630.0,15000.0,1,0,0,4,7,1690.0,940.0,1976.0,0.0,98072,47.7425,-122.089,1800.0,16500.0,1.6370973461874396,0.00706486692015209,Low (1-2)
9303,2014-08-01,4.02,4174600264,13027,4,1,2430.0,5481.0,1,0,0,3,8,1430.0,1000.0,1953.0,0.0,98108,47.5569,-122.298,2050.0,5508.0,1.7718378685073934,0.0038231687242798354,Low (1-2)
9304,2014-05-07,3.0,7548300441,13032,2,1,760.0,3001.0,1,0,0,3,6,760.0,0.0,1913.0,0.0,98144,47.5874,-122.311,1750.0,5000.0,2.8326092239953726,0.012224078947368421,Medium (2-3)
9305,2014-09-23,4.35,3034200142,13033,3,1,1740.0,6988.0,1,0,0,3,7,1600.0,140.0,1950.0,0.0,98133,47.7211,-122.33,1650.0,7500.0,1.855847422617658,0.005339252873563218,Low (1-2)
9306,2015-03-26,4.55,7291700065,13038,4,1,1880.0,11400.0,1,0,0,3,7,1280.0,600.0,1955.0,0.0,98177,47.7718,-122.381,1880.0,11400.0,2.2901946917409397,0.004941648936170213,Medium (2-3)
9307,2014-09-23,6.49,318300040,13040,5,3,3990.0,13087.0,2,0,0,3,9,2400.0,1590.0,1991.0,0.0,98042,47.3632,-122.061,2580.0,13633.0,1.3488615352358917,0.006985187969924812,Low (1-2)
9308,2015-05-24,4.455,5101400871,13041,2,1,1390.0,6670.0,1,0,0,3,6,720.0,670.0,1941.0,0.0,98115,47.6914,-122.308,920.0,6380.0,1.5487647555658153,0.006683669064748201,Low (1-2)
9309,2014-05-27,4.75,2561360120,13042,3,2,1230.0,11502.0,1,0,0,4,7,1230.0,0.0,1984.0,0.0,98052,47.7017,-122.127,1660.0,11727.0,2.6253451344347356,0.01510617886178862,Medium (2-3)
9310,2015-04-30,5.9,293800120,13043,4,2,2940.0,29013.0,2,0,0,3,10,2940.0,0.0,1992.0,0.0,98077,47.7635,-122.044,3010.0,34071.0,1.4644782382561112,0.006319931972789115,Low (1-2)
9311,2015-02-24,5.65,2595300155,13044,4,1,2190.0,8296.0,2,0,0,3,7,2190.0,0.0,1935.0,19630.0,98136,47.5158,-122.385,1160.0,8160.0,1.9660118814945053,0.004242146118721461,Low (1-2)
9312,2014-09-15,1.1,2853600155,13045,1,1,640.0,10280.0,1,0,0,2,5,640.0,0.0,1920.0,0.0,98126,47.5144,-122.368,1090.0,9000.0,1.6818617267472524,0.014516093749999999,Low (1-2)
9313,2014-12-19,3.75,4365200555,13046,3,2,1670.0,7740.0,1,0,0,3,7,1130.0,540.0,1974.0,0.0,98126,47.5222,-122.37,1220.0,7740.0,1.9336374343441467,0.011126107784431138,Low (1-2)
9314,2014-07-18,2.55,2473100790,13047,3,1,1240.0,8528.0,1,0,0,4,7,1240.0,0.0,1967.0,0.0,98058,47.4478,-122.157,1570.0,8064.0,2.6041729962538103,0.007492177419354839,Medium (2-3)
9315,2015-04-29,3.15,8019200925,13048,5,1,1850.0,14800.0,1,0,0,3,6,1760.0,90.0,1937.0,0.0,98168,47.4935,-122.321,1250.0,14800.0,2.9091662300493017,0.005021783783783784,Medium (2-3)
9316,2014-07-14,3.8,5249803036,13050,3,1,1020.0,4800.0,1,0,0,3,7,1020.0,0.0,1944.0,0.0,98118,47.5615,-122.272,1400.0,5465.0,3.165857367994828,0.009108137254901961,High (3+)
9317,2014-11-10,3.3895,3222069151,13051,3,1,1610.0,22496.0,1,0,0,4,7,1610.0,0.0,1974.0,0.0,98042,47.3443,-122.073,2050.0,35772.0,2.0056984567420653,0.005770372670807453,Medium (2-3)
9318,2014-10-19,5.425,5561400610,13052,5,3,2730.0,42500.0,1,0,0,3,8,1530.0,1200.0,1989.0,0.0,98027,47.4587,-121.996,3180.0,37970.0,1.9714130130370724,0.010209120879120879,Low (1-2)
9319,2014-08-16,7.39,5700000905,13053,5,2,2840.0,5000.0,1,0,0,4,7,1620.0,1220.0,1913.0,0.0,98144,47.5817,-122.291,2200.0,5000.0,1.8950554667574677,0.006542464788732395,Low (1-2)
